"","x","y","cell","plots"
"16939",461000,1038000,16939,74
"16940",469000,1038000,16940,71
"16941",477000,1038000,16941,71
"16942",485000,1038000,16942,72
"16943",493000,1038000,16943,70
"16944",501000,1038000,16944,61
"16945",509000,1038000,16945,69
"16946",517000,1038000,16946,66
"16947",525000,1038000,16947,66
"16948",533000,1038000,16948,75
"16949",541000,1038000,16949,61
"16950",549000,1038000,16950,65
"16951",557000,1038000,16951,73
"16952",565000,1038000,16952,75
"16953",573000,1038000,16953,73
"16954",581000,1038000,16954,73
"16955",589000,1038000,16955,70
"16956",597000,1038000,16956,76
"16957",605000,1038000,16957,72
"16958",613000,1038000,16958,71
"16959",621000,1038000,16959,75
"16960",629000,1038000,16960,64
"16961",637000,1038000,16961,68
"16962",645000,1038000,16962,68
"16963",653000,1038000,16963,80
"16964",661000,1038000,16964,74
"16965",669000,1038000,16965,72
"16966",677000,1038000,16966,76
"16967",685000,1038000,16967,84
"16968",693000,1038000,16968,71
"16969",701000,1038000,16969,73
"16970",709000,1038000,16970,33
"16971",717000,1038000,16971,75
"16972",725000,1038000,16972,56
"16973",733000,1038000,16973,43
"16974",741000,1038000,16974,12
"16975",749000,1038000,16975,87
"16976",757000,1038000,16976,70
"16977",765000,1038000,16977,1
"16990",869000,1038000,16990,1
"16991",877000,1038000,16991,38
"16992",885000,1038000,16992,29
"17001",957000,1038000,17001,3
"17002",965000,1038000,17002,5
"17003",973000,1038000,17003,12
"17004",981000,1038000,17004,7
"17173",-35000,1030000,17173,17
"17174",-27000,1030000,17174,70
"17175",-19000,1030000,17175,73
"17176",-11000,1030000,17176,67
"17177",-3000,1030000,17177,72
"17178",5000,1030000,17178,74
"17179",13000,1030000,17179,75
"17180",21000,1030000,17180,79
"17181",29000,1030000,17181,72
"17182",37000,1030000,17182,62
"17183",45000,1030000,17183,75
"17184",53000,1030000,17184,73
"17185",61000,1030000,17185,75
"17186",69000,1030000,17186,79
"17187",77000,1030000,17187,58
"17188",85000,1030000,17188,60
"17189",93000,1030000,17189,60
"17190",101000,1030000,17190,82
"17191",109000,1030000,17191,61
"17192",117000,1030000,17192,71
"17193",125000,1030000,17193,65
"17194",133000,1030000,17194,73
"17195",141000,1030000,17195,70
"17196",149000,1030000,17196,57
"17197",157000,1030000,17197,61
"17198",165000,1030000,17198,65
"17199",173000,1030000,17199,70
"17200",181000,1030000,17200,64
"17201",189000,1030000,17201,63
"17202",197000,1030000,17202,73
"17203",205000,1030000,17203,75
"17204",213000,1030000,17204,65
"17205",221000,1030000,17205,70
"17206",229000,1030000,17206,63
"17207",237000,1030000,17207,67
"17208",245000,1030000,17208,67
"17209",253000,1030000,17209,62
"17210",261000,1030000,17210,71
"17211",269000,1030000,17211,65
"17212",277000,1030000,17212,67
"17213",285000,1030000,17213,56
"17214",293000,1030000,17214,67
"17215",301000,1030000,17215,72
"17216",309000,1030000,17216,70
"17217",317000,1030000,17217,74
"17218",325000,1030000,17218,71
"17219",333000,1030000,17219,73
"17220",341000,1030000,17220,71
"17221",349000,1030000,17221,71
"17222",357000,1030000,17222,76
"17223",365000,1030000,17223,76
"17224",373000,1030000,17224,69
"17225",381000,1030000,17225,71
"17226",389000,1030000,17226,72
"17227",397000,1030000,17227,74
"17228",405000,1030000,17228,69
"17229",413000,1030000,17229,71
"17230",421000,1030000,17230,71
"17231",429000,1030000,17231,74
"17232",437000,1030000,17232,75
"17233",445000,1030000,17233,59
"17234",453000,1030000,17234,73
"17235",461000,1030000,17235,73
"17236",469000,1030000,17236,72
"17237",477000,1030000,17237,73
"17238",485000,1030000,17238,67
"17239",493000,1030000,17239,68
"17240",501000,1030000,17240,65
"17241",509000,1030000,17241,69
"17242",517000,1030000,17242,63
"17243",525000,1030000,17243,71
"17244",533000,1030000,17244,70
"17245",541000,1030000,17245,63
"17246",549000,1030000,17246,72
"17247",557000,1030000,17247,64
"17248",565000,1030000,17248,72
"17249",573000,1030000,17249,70
"17250",581000,1030000,17250,73
"17251",589000,1030000,17251,71
"17252",597000,1030000,17252,74
"17253",605000,1030000,17253,71
"17254",613000,1030000,17254,73
"17255",621000,1030000,17255,80
"17256",629000,1030000,17256,78
"17257",637000,1030000,17257,68
"17258",645000,1030000,17258,72
"17259",653000,1030000,17259,83
"17260",661000,1030000,17260,73
"17261",669000,1030000,17261,73
"17262",677000,1030000,17262,73
"17263",685000,1030000,17263,80
"17264",693000,1030000,17264,74
"17265",701000,1030000,17265,64
"17266",709000,1030000,17266,24
"17267",717000,1030000,17267,70
"17268",725000,1030000,17268,28
"17270",741000,1030000,17270,34
"17271",749000,1030000,17271,80
"17272",757000,1030000,17272,27
"17469",-35000,1022000,17469,28
"17470",-27000,1022000,17470,68
"17471",-19000,1022000,17471,69
"17472",-11000,1022000,17472,66
"17473",-3000,1022000,17473,66
"17474",5000,1022000,17474,60
"17475",13000,1022000,17475,70
"17476",21000,1022000,17476,70
"17477",29000,1022000,17477,67
"17478",37000,1022000,17478,68
"17479",45000,1022000,17479,66
"17480",53000,1022000,17480,78
"17481",61000,1022000,17481,79
"17482",69000,1022000,17482,65
"17483",77000,1022000,17483,61
"17484",85000,1022000,17484,70
"17485",93000,1022000,17485,59
"17486",101000,1022000,17486,66
"17487",109000,1022000,17487,57
"17488",117000,1022000,17488,63
"17489",125000,1022000,17489,69
"17490",133000,1022000,17490,70
"17491",141000,1022000,17491,57
"17492",149000,1022000,17492,66
"17493",157000,1022000,17493,67
"17494",165000,1022000,17494,66
"17495",173000,1022000,17495,64
"17496",181000,1022000,17496,65
"17497",189000,1022000,17497,65
"17498",197000,1022000,17498,72
"17499",205000,1022000,17499,68
"17500",213000,1022000,17500,57
"17501",221000,1022000,17501,59
"17502",229000,1022000,17502,46
"17503",237000,1022000,17503,66
"17504",245000,1022000,17504,55
"17505",253000,1022000,17505,61
"17506",261000,1022000,17506,72
"17507",269000,1022000,17507,72
"17508",277000,1022000,17508,72
"17509",285000,1022000,17509,70
"17510",293000,1022000,17510,70
"17511",301000,1022000,17511,73
"17512",309000,1022000,17512,67
"17513",317000,1022000,17513,74
"17514",325000,1022000,17514,75
"17515",333000,1022000,17515,75
"17516",341000,1022000,17516,69
"17517",349000,1022000,17517,75
"17518",357000,1022000,17518,74
"17519",365000,1022000,17519,75
"17520",373000,1022000,17520,73
"17521",381000,1022000,17521,72
"17522",389000,1022000,17522,70
"17523",397000,1022000,17523,71
"17524",405000,1022000,17524,72
"17525",413000,1022000,17525,72
"17526",421000,1022000,17526,72
"17527",429000,1022000,17527,71
"17528",437000,1022000,17528,75
"17529",445000,1022000,17529,63
"17530",453000,1022000,17530,75
"17531",461000,1022000,17531,72
"17532",469000,1022000,17532,69
"17533",477000,1022000,17533,67
"17534",485000,1022000,17534,68
"17535",493000,1022000,17535,74
"17536",501000,1022000,17536,66
"17537",509000,1022000,17537,68
"17538",517000,1022000,17538,65
"17539",525000,1022000,17539,64
"17540",533000,1022000,17540,72
"17541",541000,1022000,17541,76
"17542",549000,1022000,17542,69
"17543",557000,1022000,17543,75
"17544",565000,1022000,17544,73
"17545",573000,1022000,17545,74
"17546",581000,1022000,17546,74
"17547",589000,1022000,17547,72
"17548",597000,1022000,17548,74
"17549",605000,1022000,17549,74
"17550",613000,1022000,17550,74
"17551",621000,1022000,17551,74
"17552",629000,1022000,17552,74
"17553",637000,1022000,17553,76
"17554",645000,1022000,17554,71
"17555",653000,1022000,17555,74
"17556",661000,1022000,17556,75
"17557",669000,1022000,17557,73
"17558",677000,1022000,17558,69
"17559",685000,1022000,17559,84
"17560",693000,1022000,17560,72
"17561",701000,1022000,17561,30
"17562",709000,1022000,17562,22
"17563",717000,1022000,17563,29
"17564",725000,1022000,17564,1
"17565",733000,1022000,17565,24
"17566",741000,1022000,17566,55
"17567",749000,1022000,17567,2
"17582",869000,1022000,17582,25
"17583",877000,1022000,17583,32
"17584",885000,1022000,17584,56
"17585",893000,1022000,17585,12
"17765",-35000,1014000,17765,32
"17766",-27000,1014000,17766,62
"17767",-19000,1014000,17767,68
"17768",-11000,1014000,17768,62
"17769",-3000,1014000,17769,71
"17770",5000,1014000,17770,70
"17771",13000,1014000,17771,68
"17772",21000,1014000,17772,70
"17773",29000,1014000,17773,70
"17774",37000,1014000,17774,71
"17775",45000,1014000,17775,60
"17776",53000,1014000,17776,58
"17777",61000,1014000,17777,76
"17778",69000,1014000,17778,60
"17779",77000,1014000,17779,66
"17780",85000,1014000,17780,64
"17781",93000,1014000,17781,63
"17782",101000,1014000,17782,68
"17783",109000,1014000,17783,57
"17784",117000,1014000,17784,62
"17785",125000,1014000,17785,59
"17786",133000,1014000,17786,65
"17787",141000,1014000,17787,64
"17788",149000,1014000,17788,66
"17789",157000,1014000,17789,64
"17790",165000,1014000,17790,63
"17791",173000,1014000,17791,61
"17792",181000,1014000,17792,57
"17793",189000,1014000,17793,71
"17794",197000,1014000,17794,66
"17795",205000,1014000,17795,72
"17796",213000,1014000,17796,63
"17797",221000,1014000,17797,55
"17798",229000,1014000,17798,53
"17799",237000,1014000,17799,68
"17800",245000,1014000,17800,66
"17801",253000,1014000,17801,73
"17802",261000,1014000,17802,66
"17803",269000,1014000,17803,71
"17804",277000,1014000,17804,69
"17805",285000,1014000,17805,64
"17806",293000,1014000,17806,74
"17807",301000,1014000,17807,71
"17808",309000,1014000,17808,73
"17809",317000,1014000,17809,75
"17810",325000,1014000,17810,74
"17811",333000,1014000,17811,76
"17812",341000,1014000,17812,71
"17813",349000,1014000,17813,75
"17814",357000,1014000,17814,72
"17815",365000,1014000,17815,74
"17816",373000,1014000,17816,71
"17817",381000,1014000,17817,71
"17818",389000,1014000,17818,71
"17819",397000,1014000,17819,73
"17820",405000,1014000,17820,73
"17821",413000,1014000,17821,76
"17822",421000,1014000,17822,71
"17823",429000,1014000,17823,72
"17824",437000,1014000,17824,71
"17825",445000,1014000,17825,66
"17826",453000,1014000,17826,75
"17827",461000,1014000,17827,76
"17828",469000,1014000,17828,75
"17829",477000,1014000,17829,76
"17830",485000,1014000,17830,69
"17831",493000,1014000,17831,70
"17832",501000,1014000,17832,66
"17833",509000,1014000,17833,73
"17834",517000,1014000,17834,67
"17835",525000,1014000,17835,71
"17836",533000,1014000,17836,66
"17837",541000,1014000,17837,63
"17838",549000,1014000,17838,74
"17839",557000,1014000,17839,66
"17840",565000,1014000,17840,71
"17841",573000,1014000,17841,72
"17842",581000,1014000,17842,71
"17843",589000,1014000,17843,73
"17844",597000,1014000,17844,76
"17845",605000,1014000,17845,71
"17846",613000,1014000,17846,77
"17847",621000,1014000,17847,74
"17848",629000,1014000,17848,77
"17849",637000,1014000,17849,75
"17850",645000,1014000,17850,75
"17851",653000,1014000,17851,52
"17852",661000,1014000,17852,27
"17853",669000,1014000,17853,72
"17854",677000,1014000,17854,74
"17855",685000,1014000,17855,82
"17856",693000,1014000,17856,30
"17861",733000,1014000,17861,37
"17862",741000,1014000,17862,12
"17877",861000,1014000,17877,10
"17878",869000,1014000,17878,58
"17879",877000,1014000,17879,74
"17880",885000,1014000,17880,69
"17881",893000,1014000,17881,71
"17882",901000,1014000,17882,31
"17883",909000,1014000,17883,6
"17884",917000,1014000,17884,6
"18061",-35000,1006000,18061,51
"18062",-27000,1006000,18062,58
"18063",-19000,1006000,18063,66
"18064",-11000,1006000,18064,68
"18065",-3000,1006000,18065,81
"18066",5000,1006000,18066,73
"18067",13000,1006000,18067,71
"18068",21000,1006000,18068,68
"18069",29000,1006000,18069,71
"18070",37000,1006000,18070,72
"18071",45000,1006000,18071,58
"18072",53000,1006000,18072,62
"18073",61000,1006000,18073,62
"18074",69000,1006000,18074,55
"18075",77000,1006000,18075,61
"18076",85000,1006000,18076,45
"18077",93000,1006000,18077,62
"18078",101000,1006000,18078,68
"18079",109000,1006000,18079,50
"18080",117000,1006000,18080,57
"18081",125000,1006000,18081,54
"18082",133000,1006000,18082,67
"18083",141000,1006000,18083,69
"18084",149000,1006000,18084,69
"18085",157000,1006000,18085,68
"18086",165000,1006000,18086,64
"18087",173000,1006000,18087,61
"18088",181000,1006000,18088,66
"18089",189000,1006000,18089,70
"18090",197000,1006000,18090,63
"18091",205000,1006000,18091,68
"18092",213000,1006000,18092,62
"18093",221000,1006000,18093,52
"18094",229000,1006000,18094,50
"18095",237000,1006000,18095,75
"18096",245000,1006000,18096,60
"18097",253000,1006000,18097,66
"18098",261000,1006000,18098,74
"18099",269000,1006000,18099,69
"18100",277000,1006000,18100,72
"18101",285000,1006000,18101,75
"18102",293000,1006000,18102,70
"18103",301000,1006000,18103,76
"18104",309000,1006000,18104,75
"18105",317000,1006000,18105,75
"18106",325000,1006000,18106,76
"18107",333000,1006000,18107,74
"18108",341000,1006000,18108,72
"18109",349000,1006000,18109,71
"18110",357000,1006000,18110,70
"18111",365000,1006000,18111,73
"18112",373000,1006000,18112,69
"18113",381000,1006000,18113,74
"18114",389000,1006000,18114,70
"18115",397000,1006000,18115,69
"18116",405000,1006000,18116,74
"18117",413000,1006000,18117,72
"18118",421000,1006000,18118,72
"18119",429000,1006000,18119,72
"18120",437000,1006000,18120,63
"18121",445000,1006000,18121,72
"18122",453000,1006000,18122,73
"18123",461000,1006000,18123,71
"18124",469000,1006000,18124,72
"18125",477000,1006000,18125,76
"18126",485000,1006000,18126,72
"18127",493000,1006000,18127,73
"18128",501000,1006000,18128,69
"18129",509000,1006000,18129,69
"18130",517000,1006000,18130,67
"18131",525000,1006000,18131,64
"18132",533000,1006000,18132,65
"18133",541000,1006000,18133,69
"18134",549000,1006000,18134,72
"18135",557000,1006000,18135,71
"18136",565000,1006000,18136,66
"18137",573000,1006000,18137,74
"18138",581000,1006000,18138,72
"18139",589000,1006000,18139,70
"18140",597000,1006000,18140,74
"18141",605000,1006000,18141,72
"18142",613000,1006000,18142,75
"18143",621000,1006000,18143,71
"18144",629000,1006000,18144,78
"18145",637000,1006000,18145,77
"18146",645000,1006000,18146,73
"18147",653000,1006000,18147,68
"18148",661000,1006000,18148,62
"18149",669000,1006000,18149,73
"18150",677000,1006000,18150,74
"18151",685000,1006000,18151,70
"18157",733000,1006000,18157,12
"18158",741000,1006000,18158,1
"18172",853000,1006000,18172,9
"18173",861000,1006000,18173,69
"18174",869000,1006000,18174,78
"18175",877000,1006000,18175,74
"18176",885000,1006000,18176,68
"18177",893000,1006000,18177,69
"18178",901000,1006000,18178,85
"18179",909000,1006000,18179,71
"18180",917000,1006000,18180,72
"18181",925000,1006000,18181,54
"18182",933000,1006000,18182,1
"18356",-43000,998000,18356,1
"18357",-35000,998000,18357,72
"18358",-27000,998000,18358,72
"18359",-19000,998000,18359,71
"18360",-11000,998000,18360,69
"18361",-3000,998000,18361,77
"18362",5000,998000,18362,72
"18363",13000,998000,18363,79
"18364",21000,998000,18364,72
"18365",29000,998000,18365,66
"18366",37000,998000,18366,76
"18367",45000,998000,18367,57
"18368",53000,998000,18368,60
"18369",61000,998000,18369,77
"18370",69000,998000,18370,68
"18371",77000,998000,18371,61
"18372",85000,998000,18372,50
"18373",93000,998000,18373,71
"18374",101000,998000,18374,72
"18375",109000,998000,18375,55
"18376",117000,998000,18376,54
"18377",125000,998000,18377,61
"18378",133000,998000,18378,55
"18379",141000,998000,18379,65
"18380",149000,998000,18380,66
"18381",157000,998000,18381,60
"18382",165000,998000,18382,63
"18383",173000,998000,18383,63
"18384",181000,998000,18384,66
"18385",189000,998000,18385,61
"18386",197000,998000,18386,64
"18387",205000,998000,18387,72
"18388",213000,998000,18388,69
"18389",221000,998000,18389,68
"18390",229000,998000,18390,47
"18391",237000,998000,18391,65
"18392",245000,998000,18392,71
"18393",253000,998000,18393,70
"18394",261000,998000,18394,71
"18395",269000,998000,18395,72
"18396",277000,998000,18396,74
"18397",285000,998000,18397,71
"18398",293000,998000,18398,73
"18399",301000,998000,18399,71
"18400",309000,998000,18400,74
"18401",317000,998000,18401,71
"18402",325000,998000,18402,73
"18403",333000,998000,18403,72
"18404",341000,998000,18404,74
"18405",349000,998000,18405,72
"18406",357000,998000,18406,69
"18407",365000,998000,18407,66
"18408",373000,998000,18408,73
"18409",381000,998000,18409,69
"18410",389000,998000,18410,72
"18411",397000,998000,18411,66
"18412",405000,998000,18412,74
"18413",413000,998000,18413,76
"18414",421000,998000,18414,73
"18415",429000,998000,18415,70
"18416",437000,998000,18416,62
"18417",445000,998000,18417,72
"18418",453000,998000,18418,73
"18419",461000,998000,18419,72
"18420",469000,998000,18420,75
"18421",477000,998000,18421,74
"18422",485000,998000,18422,72
"18423",493000,998000,18423,72
"18424",501000,998000,18424,68
"18425",509000,998000,18425,67
"18426",517000,998000,18426,70
"18427",525000,998000,18427,72
"18428",533000,998000,18428,71
"18429",541000,998000,18429,69
"18430",549000,998000,18430,70
"18431",557000,998000,18431,63
"18432",565000,998000,18432,70
"18433",573000,998000,18433,72
"18434",581000,998000,18434,73
"18435",589000,998000,18435,73
"18436",597000,998000,18436,74
"18437",605000,998000,18437,73
"18438",613000,998000,18438,72
"18439",621000,998000,18439,76
"18440",629000,998000,18440,75
"18441",637000,998000,18441,72
"18442",645000,998000,18442,71
"18443",653000,998000,18443,74
"18444",661000,998000,18444,74
"18445",669000,998000,18445,71
"18446",677000,998000,18446,75
"18447",685000,998000,18447,21
"18468",853000,998000,18468,20
"18469",861000,998000,18469,74
"18470",869000,998000,18470,76
"18471",877000,998000,18471,74
"18472",885000,998000,18472,74
"18473",893000,998000,18473,59
"18474",901000,998000,18474,36
"18475",909000,998000,18475,73
"18476",917000,998000,18476,69
"18477",925000,998000,18477,80
"18478",933000,998000,18478,22
"18652",-43000,990000,18652,9
"18653",-35000,990000,18653,74
"18654",-27000,990000,18654,72
"18655",-19000,990000,18655,74
"18656",-11000,990000,18656,71
"18657",-3000,990000,18657,70
"18658",5000,990000,18658,71
"18659",13000,990000,18659,65
"18660",21000,990000,18660,66
"18661",29000,990000,18661,70
"18662",37000,990000,18662,73
"18663",45000,990000,18663,74
"18664",53000,990000,18664,64
"18665",61000,990000,18665,62
"18666",69000,990000,18666,70
"18667",77000,990000,18667,65
"18668",85000,990000,18668,63
"18669",93000,990000,18669,72
"18670",101000,990000,18670,72
"18671",109000,990000,18671,60
"18672",117000,990000,18672,71
"18673",125000,990000,18673,62
"18674",133000,990000,18674,63
"18675",141000,990000,18675,65
"18676",149000,990000,18676,69
"18677",157000,990000,18677,69
"18678",165000,990000,18678,70
"18679",173000,990000,18679,72
"18680",181000,990000,18680,57
"18681",189000,990000,18681,58
"18682",197000,990000,18682,68
"18683",205000,990000,18683,62
"18684",213000,990000,18684,75
"18685",221000,990000,18685,74
"18686",229000,990000,18686,62
"18687",237000,990000,18687,63
"18688",245000,990000,18688,72
"18689",253000,990000,18689,61
"18690",261000,990000,18690,75
"18691",269000,990000,18691,74
"18692",277000,990000,18692,80
"18693",285000,990000,18693,82
"18694",293000,990000,18694,74
"18695",301000,990000,18695,71
"18696",309000,990000,18696,75
"18697",317000,990000,18697,77
"18698",325000,990000,18698,77
"18699",333000,990000,18699,72
"18700",341000,990000,18700,72
"18701",349000,990000,18701,74
"18702",357000,990000,18702,73
"18703",365000,990000,18703,77
"18704",373000,990000,18704,75
"18705",381000,990000,18705,73
"18706",389000,990000,18706,73
"18707",397000,990000,18707,73
"18708",405000,990000,18708,72
"18709",413000,990000,18709,75
"18710",421000,990000,18710,71
"18711",429000,990000,18711,72
"18712",437000,990000,18712,62
"18713",445000,990000,18713,75
"18714",453000,990000,18714,71
"18715",461000,990000,18715,74
"18716",469000,990000,18716,73
"18717",477000,990000,18717,72
"18718",485000,990000,18718,70
"18719",493000,990000,18719,73
"18720",501000,990000,18720,70
"18721",509000,990000,18721,68
"18722",517000,990000,18722,71
"18723",525000,990000,18723,75
"18724",533000,990000,18724,65
"18725",541000,990000,18725,68
"18726",549000,990000,18726,71
"18727",557000,990000,18727,74
"18728",565000,990000,18728,69
"18729",573000,990000,18729,68
"18730",581000,990000,18730,74
"18731",589000,990000,18731,72
"18732",597000,990000,18732,73
"18733",605000,990000,18733,71
"18734",613000,990000,18734,73
"18735",621000,990000,18735,73
"18736",629000,990000,18736,72
"18737",637000,990000,18737,74
"18738",645000,990000,18738,70
"18739",653000,990000,18739,70
"18740",661000,990000,18740,74
"18741",669000,990000,18741,67
"18742",677000,990000,18742,57
"18746",709000,990000,18746,8
"18747",717000,990000,18747,21
"18748",725000,990000,18748,2
"18757",797000,990000,18757,8
"18758",805000,990000,18758,4
"18764",853000,990000,18764,2
"18765",861000,990000,18765,60
"18766",869000,990000,18766,70
"18767",877000,990000,18767,74
"18768",885000,990000,18768,60
"18769",893000,990000,18769,33
"18770",901000,990000,18770,56
"18771",909000,990000,18771,76
"18772",917000,990000,18772,43
"18773",925000,990000,18773,60
"18774",933000,990000,18774,66
"18775",941000,990000,18775,57
"18776",949000,990000,18776,39
"18948",-43000,982000,18948,20
"18949",-35000,982000,18949,78
"18950",-27000,982000,18950,79
"18951",-19000,982000,18951,76
"18952",-11000,982000,18952,71
"18953",-3000,982000,18953,65
"18954",5000,982000,18954,66
"18955",13000,982000,18955,59
"18956",21000,982000,18956,68
"18957",29000,982000,18957,70
"18958",37000,982000,18958,65
"18959",45000,982000,18959,74
"18960",53000,982000,18960,64
"18961",61000,982000,18961,59
"18962",69000,982000,18962,68
"18963",77000,982000,18963,65
"18964",85000,982000,18964,65
"18965",93000,982000,18965,63
"18966",101000,982000,18966,62
"18967",109000,982000,18967,50
"18968",117000,982000,18968,66
"18969",125000,982000,18969,67
"18970",133000,982000,18970,64
"18971",141000,982000,18971,69
"18972",149000,982000,18972,73
"18973",157000,982000,18973,72
"18974",165000,982000,18974,69
"18975",173000,982000,18975,69
"18976",181000,982000,18976,38
"18977",189000,982000,18977,32
"18978",197000,982000,18978,64
"18979",205000,982000,18979,63
"18980",213000,982000,18980,63
"18981",221000,982000,18981,71
"18982",229000,982000,18982,71
"18983",237000,982000,18983,74
"18984",245000,982000,18984,70
"18985",253000,982000,18985,61
"18986",261000,982000,18986,76
"18987",269000,982000,18987,75
"18988",277000,982000,18988,75
"18989",285000,982000,18989,76
"18990",293000,982000,18990,70
"18991",301000,982000,18991,72
"18992",309000,982000,18992,70
"18993",317000,982000,18993,71
"18994",325000,982000,18994,68
"18995",333000,982000,18995,76
"18996",341000,982000,18996,73
"18997",349000,982000,18997,70
"18998",357000,982000,18998,72
"18999",365000,982000,18999,76
"19000",373000,982000,19000,76
"19001",381000,982000,19001,74
"19002",389000,982000,19002,76
"19003",397000,982000,19003,79
"19004",405000,982000,19004,77
"19005",413000,982000,19005,70
"19006",421000,982000,19006,69
"19007",429000,982000,19007,73
"19008",437000,982000,19008,57
"19009",445000,982000,19009,74
"19010",453000,982000,19010,75
"19011",461000,982000,19011,71
"19012",469000,982000,19012,75
"19013",477000,982000,19013,73
"19014",485000,982000,19014,74
"19015",493000,982000,19015,70
"19016",501000,982000,19016,67
"19017",509000,982000,19017,71
"19018",517000,982000,19018,73
"19019",525000,982000,19019,72
"19020",533000,982000,19020,72
"19021",541000,982000,19021,72
"19022",549000,982000,19022,73
"19023",557000,982000,19023,74
"19024",565000,982000,19024,70
"19025",573000,982000,19025,72
"19026",581000,982000,19026,71
"19027",589000,982000,19027,68
"19028",597000,982000,19028,75
"19029",605000,982000,19029,71
"19030",613000,982000,19030,72
"19031",621000,982000,19031,75
"19032",629000,982000,19032,76
"19033",637000,982000,19033,80
"19034",645000,982000,19034,71
"19035",653000,982000,19035,74
"19036",661000,982000,19036,73
"19037",669000,982000,19037,68
"19038",677000,982000,19038,8
"19042",709000,982000,19042,12
"19043",717000,982000,19043,27
"19053",797000,982000,19053,8
"19059",845000,982000,19059,2
"19060",853000,982000,19060,19
"19061",861000,982000,19061,15
"19062",869000,982000,19062,41
"19063",877000,982000,19063,56
"19064",885000,982000,19064,81
"19065",893000,982000,19065,60
"19066",901000,982000,19066,77
"19067",909000,982000,19067,75
"19068",917000,982000,19068,70
"19069",925000,982000,19069,87
"19070",933000,982000,19070,74
"19071",941000,982000,19071,71
"19072",949000,982000,19072,73
"19073",957000,982000,19073,53
"19074",965000,982000,19074,26
"19075",973000,982000,19075,1
"19244",-43000,974000,19244,32
"19245",-35000,974000,19245,70
"19246",-27000,974000,19246,73
"19247",-19000,974000,19247,75
"19248",-11000,974000,19248,78
"19249",-3000,974000,19249,75
"19250",5000,974000,19250,66
"19251",13000,974000,19251,72
"19252",21000,974000,19252,71
"19253",29000,974000,19253,61
"19254",37000,974000,19254,71
"19255",45000,974000,19255,70
"19256",53000,974000,19256,69
"19257",61000,974000,19257,59
"19258",69000,974000,19258,65
"19259",77000,974000,19259,66
"19260",85000,974000,19260,54
"19261",93000,974000,19261,55
"19262",101000,974000,19262,56
"19263",109000,974000,19263,58
"19264",117000,974000,19264,58
"19265",125000,974000,19265,62
"19266",133000,974000,19266,70
"19267",141000,974000,19267,69
"19268",149000,974000,19268,71
"19269",157000,974000,19269,70
"19270",165000,974000,19270,63
"19271",173000,974000,19271,54
"19272",181000,974000,19272,62
"19273",189000,974000,19273,66
"19274",197000,974000,19274,65
"19275",205000,974000,19275,67
"19276",213000,974000,19276,44
"19277",221000,974000,19277,59
"19278",229000,974000,19278,64
"19279",237000,974000,19279,71
"19280",245000,974000,19280,72
"19281",253000,974000,19281,59
"19282",261000,974000,19282,72
"19283",269000,974000,19283,73
"19284",277000,974000,19284,75
"19285",285000,974000,19285,76
"19286",293000,974000,19286,67
"19287",301000,974000,19287,74
"19288",309000,974000,19288,74
"19289",317000,974000,19289,74
"19290",325000,974000,19290,72
"19291",333000,974000,19291,74
"19292",341000,974000,19292,71
"19293",349000,974000,19293,69
"19294",357000,974000,19294,71
"19295",365000,974000,19295,69
"19296",373000,974000,19296,74
"19297",381000,974000,19297,74
"19298",389000,974000,19298,74
"19299",397000,974000,19299,72
"19300",405000,974000,19300,73
"19301",413000,974000,19301,78
"19302",421000,974000,19302,75
"19303",429000,974000,19303,70
"19304",437000,974000,19304,69
"19305",445000,974000,19305,76
"19306",453000,974000,19306,75
"19307",461000,974000,19307,70
"19308",469000,974000,19308,70
"19309",477000,974000,19309,77
"19310",485000,974000,19310,71
"19311",493000,974000,19311,69
"19312",501000,974000,19312,70
"19313",509000,974000,19313,73
"19314",517000,974000,19314,75
"19315",525000,974000,19315,77
"19316",533000,974000,19316,72
"19317",541000,974000,19317,73
"19318",549000,974000,19318,73
"19319",557000,974000,19319,73
"19320",565000,974000,19320,74
"19321",573000,974000,19321,71
"19322",581000,974000,19322,73
"19323",589000,974000,19323,75
"19324",597000,974000,19324,66
"19325",605000,974000,19325,71
"19326",613000,974000,19326,74
"19327",621000,974000,19327,76
"19328",629000,974000,19328,76
"19329",637000,974000,19329,66
"19330",645000,974000,19330,77
"19331",653000,974000,19331,76
"19332",661000,974000,19332,74
"19333",669000,974000,19333,33
"19337",701000,974000,19337,28
"19338",709000,974000,19338,15
"19339",717000,974000,19339,1
"19354",837000,974000,19354,19
"19355",845000,974000,19355,42
"19356",853000,974000,19356,73
"19357",861000,974000,19357,69
"19358",869000,974000,19358,79
"19359",877000,974000,19359,83
"19360",885000,974000,19360,86
"19361",893000,974000,19361,68
"19362",901000,974000,19362,70
"19363",909000,974000,19363,78
"19364",917000,974000,19364,70
"19365",925000,974000,19365,85
"19366",933000,974000,19366,78
"19367",941000,974000,19367,72
"19368",949000,974000,19368,72
"19369",957000,974000,19369,55
"19370",965000,974000,19370,65
"19371",973000,974000,19371,53
"19372",981000,974000,19372,29
"19540",-43000,966000,19540,42
"19541",-35000,966000,19541,73
"19542",-27000,966000,19542,65
"19543",-19000,966000,19543,87
"19544",-11000,966000,19544,80
"19545",-3000,966000,19545,67
"19546",5000,966000,19546,71
"19547",13000,966000,19547,61
"19548",21000,966000,19548,59
